date,product_name,low_price,product_link
2018-10-21 14:27,3CE 무드 레시피 매트 립 컬러 3.5g,6210,https://search.shopping.naver.com/detail/detail.nhn?nv_mid=12804648154&cat_id=50000391&frm=NVSHMDL&query=&NaPm=ct%3Djmwz6vdc%7Cci%3D2b003e3024fa1a918ef1b431f6f3cdceafc32fbd%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D253e7b00d1ab4680dab951fe67baa41eb224824b
2018-10-21 14:27,입생로랑 루쥬 볼립떼 샤인 4.5g,30500,https://search.shopping.naver.com/detail/detail.nhn?cat_id=50000391&nv_mid=7398134579&query=%EC%9E%85%EC%83%9D%EB%A1%9C%EB%9E%91+%EB%A6%BD%EC%8A%A4%ED%8B%B1&frm=NVSCPRO&NaPm=ct%3Djnibv9e0%7Cci%3D765ed8493383089dd93e1547860e3c0a08866e96%7Ctr%3Dsls%7Csn%3D95694%7Chk%3Dff1a4e0a6327d1f128ee6a44bd7312d49095e34a
